Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
63,Lab2_Timing_1,BfallTime,0,,,
63,Lab2_Timing_1,BriseTime,0,,,
63,Lab2_Timing_1,BY_cellFall,124.6e-12,,,
63,Lab2_Timing_1,BY_cellRise,52.28e-12,,,
63,Lab2_Timing_1,BY_fallTransistion,214.7e-12,,,
63,Lab2_Timing_1,BY_riseTransistion,85.48e-12,,,
"Parameters: Cout=5f, transition=20p",,,,,,
64,Lab2_Timing_1,/A,,,,
64,Lab2_Timing_1,/B,,,,
64,Lab2_Timing_1,/Y,,,,
64,Lab2_Timing_1,AfallTime,0,,,
64,Lab2_Timing_1,AriseTime,0,,,
64,Lab2_Timing_1,AY_cellFall,129.4e-12,,,
64,Lab2_Timing_1,AY_cellRise,50.71e-12,,,
64,Lab2_Timing_1,AY_fallTransistion,237.6e-12,,,
64,Lab2_Timing_1,AY_riseTransistion,95.44e-12,,,
64,Lab2_Timing_1,BfallTime,0,,,
64,Lab2_Timing_1,BriseTime,0,,,
64,Lab2_Timing_1,BY_cellFall,132.2e-12,,,
64,Lab2_Timing_1,BY_cellRise,51.65e-12,,,
64,Lab2_Timing_1,BY_fallTransistion,237.6e-12,,,
64,Lab2_Timing_1,BY_riseTransistion,95.44e-12,,,
"Parameters: Cout=5f, transition=40p",,,,,,
65,Lab2_Timing_1,/A,,,,
65,Lab2_Timing_1,/B,,,,
65,Lab2_Timing_1,/Y,,,,
65,Lab2_Timing_1,AfallTime,0,,,
65,Lab2_Timing_1,AriseTime,0,,,
65,Lab2_Timing_1,AY_cellFall,130.6e-12,,,
65,Lab2_Timing_1,AY_cellRise,51.36e-12,,,
65,Lab2_Timing_1,AY_fallTransistion,238.9e-12,,,
65,Lab2_Timing_1,AY_riseTransistion,95.31e-12,,,
65,Lab2_Timing_1,BfallTime,0,,,
65,Lab2_Timing_1,BriseTime,0,,,
65,Lab2_Timing_1,BY_cellFall,134.4e-12,,,
65,Lab2_Timing_1,BY_cellRise,52.28e-12,,,
65,Lab2_Timing_1,BY_fallTransistion,238.9e-12,,,
65,Lab2_Timing_1,BY_riseTransistion,95.31e-12,,,
"Parameters: Cout=5f, transition=60p",,,,,,
66,Lab2_Timing_1,/A,,,,
66,Lab2_Timing_1,/B,,,,
66,Lab2_Timing_1,/Y,,,,
66,Lab2_Timing_1,AfallTime,0,,,
66,Lab2_Timing_1,AriseTime,0,,,
66,Lab2_Timing_1,AY_cellFall,131.3e-12,,,
66,Lab2_Timing_1,AY_cellRise,52.32e-12,,,
66,Lab2_Timing_1,AY_fallTransistion,238.9e-12,,,
66,Lab2_Timing_1,AY_riseTransistion,95.34e-12,,,
66,Lab2_Timing_1,BfallTime,0,,,
66,Lab2_Timing_1,BriseTime,0,,,
66,Lab2_Timing_1,BY_cellFall,134.8e-12,,,
66,Lab2_Timing_1,BY_cellRise,53.26e-12,,,
66,Lab2_Timing_1,BY_fallTransistion,238.9e-12,,,
66,Lab2_Timing_1,BY_riseTransistion,95.34e-12,,,
"Parameters: Cout=5f, transition=80p",,,,,,
67,Lab2_Timing_1,/A,,,,
67,Lab2_Timing_1,/B,,,,
67,Lab2_Timing_1,/Y,,,,
67,Lab2_Timing_1,AfallTime,0,,,
67,Lab2_Timing_1,AriseTime,0,,,
67,Lab2_Timing_1,AY_cellFall,132.8e-12,,,
67,Lab2_Timing_1,AY_cellRise,52.98e-12,,,
67,Lab2_Timing_1,AY_fallTransistion,240.6e-12,,,
67,Lab2_Timing_1,AY_riseTransistion,94.77e-12,,,
67,Lab2_Timing_1,BfallTime,0,,,
67,Lab2_Timing_1,BriseTime,0,,,
67,Lab2_Timing_1,BY_cellFall,135.9e-12,,,
67,Lab2_Timing_1,BY_cellRise,54.26e-12,,,
67,Lab2_Timing_1,BY_fallTransistion,240.6e-12,,,
67,Lab2_Timing_1,BY_riseTransistion,94.77e-12,,,
"Parameters: Cout=5f, transition=100p",,,,,,
68,Lab2_Timing_1,/A,,,,
68,Lab2_Timing_1,/B,,,,
68,Lab2_Timing_1,/Y,,,,
68,Lab2_Timing_1,AfallTime,0,,,
68,Lab2_Timing_1,AriseTime,0,,,
68,Lab2_Timing_1,AY_cellFall,133.3e-12,,,
68,Lab2_Timing_1,AY_cellRise,54.2e-12,,,
68,Lab2_Timing_1,AY_fallTransistion,240.3e-12,,,
68,Lab2_Timing_1,AY_riseTransistion,95.05e-12,,,
68,Lab2_Timing_1,BfallTime,0,,,
68,Lab2_Timing_1,BriseTime,0,,,
68,Lab2_Timing_1,BY_cellFall,136.2e-12,,,
68,Lab2_Timing_1,BY_cellRise,55.22e-12,,,
68,Lab2_Timing_1,BY_fallTransistion,240.3e-12,,,
68,Lab2_Timing_1,BY_riseTransistion,95.05e-12,,,
"Parameters: Cout=5f, transition=120p",,,,,,
69,Lab2_Timing_1,/A,,,,
69,Lab2_Timing_1,/B,,,,
69,Lab2_Timing_1,/Y,,,,
69,Lab2_Timing_1,AfallTime,0,,,
69,Lab2_Timing_1,AriseTime,0,,,
69,Lab2_Timing_1,AY_cellFall,133.8e-12,,,
69,Lab2_Timing_1,AY_cellRise,54.81e-12,,,
69,Lab2_Timing_1,AY_fallTransistion,239.7e-12,,,
69,Lab2_Timing_1,AY_riseTransistion,94.39e-12,,,
69,Lab2_Timing_1,BfallTime,0,,,
69,Lab2_Timing_1,BriseTime,0,,,
69,Lab2_Timing_1,BY_cellFall,137e-12,,,
69,Lab2_Timing_1,BY_cellRise,56.17e-12,,,
69,Lab2_Timing_1,BY_fallTransistion,239.7e-12,,,
69,Lab2_Timing_1,BY_riseTransistion,94.39e-12,,,
"Parameters: Cout=5f, transition=140p",,,,,,
70,Lab2_Timing_1,/A,,,,
70,Lab2_Timing_1,/B,,,,
70,Lab2_Timing_1,/Y,,,,
70,Lab2_Timing_1,AfallTime,0,,,
70,Lab2_Timing_1,AriseTime,0,,,
70,Lab2_Timing_1,AY_cellFall,134e-12,,,
70,Lab2_Timing_1,AY_cellRise,55.71e-12,,,
70,Lab2_Timing_1,AY_fallTransistion,236.7e-12,,,
70,Lab2_Timing_1,AY_riseTransistion,95.04e-12,,,
70,Lab2_Timing_1,BfallTime,0,,,
70,Lab2_Timing_1,BriseTime,0,,,
70,Lab2_Timing_1,BY_cellFall,136.8e-12,,,
70,Lab2_Timing_1,BY_cellRise,56.87e-12,,,
70,Lab2_Timing_1,BY_fallTransistion,236.7e-12,,,
70,Lab2_Timing_1,BY_riseTransistion,95.04e-12,,,

